"","year","quarter","qWhite","qBlack","qNative","qAsianPacific","qOther","qpopWhite","qpopBlack","qpopNative","qpopAsianPacific","qpopOther"
"139",2013,3,5.34510523796649,10.7466211964563,8.00189207475318,4.2921391752736,10.6469071889847,81.5468402210868,10.1659519182628,1.05496391010332,5.76304341667743,1.46920053386965
"140",2013,4,4.88004222112914,9.87316869792028,9.585300323502,4.6762631804629,7.11497153925957,81.0785320902458,10.3543869694456,1.07829130979356,5.94750426323188,1.54128536728314
"141",2014,1,5.06376410977356,9.62078666298008,10.7211304855025,4.42005640372583,6.7070857181146,81.5804828572087,10.077834033802,1.00171524574281,5.84685837068494,1.49310949256156
"142",2014,2,4.16845298303521,8.06422203372153,8.90493849270155,4.18282522652645,5.87270366605145,81.194367797822,10.5912983761969,0.972041255515155,5.7121973153307,1.53009525513523
"143",2014,3,4.19046914164173,9.41323335599455,7.51146183262313,3.87689948278019,5.73585383539003,81.2836338573985,10.3315428153045,1.05723061304829,5.80819438916598,1.51939832508272
"144",2014,4,3.68822710092638,8.14784453413929,9.71751846916442,3.79790719557563,6.80436724365367,80.6477093013166,10.6008652841125,1.34155614762004,5.83908314640541,1.57078612054541
"145",2015,1,4.17466177757564,8.1889510683342,11.7334621160839,2.65299263263369,6.45550724298912,80.6735437001021,10.7368496568559,1.20703207280501,5.91783627465247,1.46473829558444
"146",2015,2,3.6453883365598,7.60228686015401,8.34363139459632,2.94034850416885,7.74304356728756,80.5892866644127,10.7295819156115,1.32987960662346,5.93715544808373,1.4140963652686
"147",2015,3,3.5874476983223,7.69740956191745,5.74077040889674,2.63077256967489,5.35600305593797,80.1816971532037,11.2495501865398,1.23041773475536,5.89671181541821,1.44162311008294
"148",2015,4,3.31246120244836,7.15064871243668,5.3017244447282,3.12288024665405,5.74015130409252,80.33116695683,10.9582489498018,1.35067979302883,5.88518638996662,1.47471791037278
"149",2016,1,3.82372019780085,7.47364078741292,7.85943684988996,3.35138332551757,6.47386766601469,80.5329244417725,10.7964246894988,1.34320257448748,5.86354679732319,1.46390149691806
"150",2016,2,3.42594244917076,6.19332412642359,7.49173939102551,3.20167521247422,7.56082670629916,80.3978544011645,11.0099492162204,1.34209608928212,5.91186964827712,1.33823064505583
"151",2016,3,3.48023675266808,6.34868505480242,8.06306409631441,3.19094300910485,5.36972182999544,80.1336539732388,10.9101926179561,1.26814990547897,6.27761604187869,1.41038746144741
"152",2016,4,3.36608214265414,5.71692235371978,6.46943715932067,2.41571591755837,4.578227803411,80.0350523814631,10.7452422577623,1.41364982279177,6.3013123741321,1.50474316385076
"153",2017,1,3.70448602004203,6.61700830524669,6.92891485341836,3.06612596916124,7.72641967479802,80.4498139148925,10.6841670584347,1.26992670041093,6.0908737567629,1.50521856949894
"154",2017,2,2.86717012526266,6.19907939264623,7.04344495064269,2.35417493503523,4.29669109549515,80.2767834733513,10.8906277980551,1.25426962122607,6.09861467887711,1.47970442849035
"155",2017,3,3.14125592789941,5.58340457097039,6.8580712706794,3.06676746308082,5.54999610957438,80.4255214652272,10.6367222356525,1.30543307804993,6.19990685569535,1.43241636537498
"156",2017,4,2.77053001890783,5.86244542867815,3.62491364079672,2.49191505958163,4.46292767105507,79.5967054115568,11.0862632847353,1.41016479715929,6.27208204094917,1.63478446559947
"157",2018,1,3.16471377136605,5.5740384321544,7.49256694434534,2.76484639508493,5.12877405333336,80.1331670123742,10.7254796934547,1.23273859003504,6.27129302901451,1.63732167512151
"158",2018,2,2.70233658871889,5.47537031327897,4.46264388832363,2.17496956331062,3.41821617114282,80.4832706879224,10.3616611199767,1.33811727420934,6.20829563533853,1.60865528255305
"159",2018,3,2.60679243748715,4.85312394841588,3.58499876725473,2.61664030201128,3.98166481839602,80.3713510421982,10.5352886561854,1.23474437228144,6.31826044119004,1.54035548814497
"160",2018,4,2.47196917042208,5.03754359288971,4.20441933945125,1.90457529716386,3.3467033000779,79.8902512543222,10.7410644900369,1.37475093964892,6.34388068357772,1.65005263241428
